ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,GRAV_X,GRAV_Y,GRAV_Z,LINACC_X,LINACC_Y,LINACC_Z,ROTVEC_X,ROTVEC_Y,ROTVEC_Z,TIME,CLASS
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30498345215793,Still
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008188062,0.0056802686,-0.19828711,30498395215793,Still
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01407074,-0.001646576,-0.33096176,0.008188062,0.0056802686,-0.19828711,30498445215793,Still
0.0,0.0,0.0,0.0,0.0,0.0,-0.14115646,0.1353186,9.807904,-0.01407074,-0.001646576,-0.33096176,0.008188062,0.0056802686,-0.19828711,30498495215793,Still
0.0,0.0,0.0,-0.007456851,-0.03621899,-0.015978966,-0.14115646,0.1353186,9.807904,-0.01407074,-0.001646576,-0.33096176,0.008188062,0.0056802686,-0.19828711,30498545215793,Still
-0.1552272,0.13367203,9.476943,-0.007456851,-0.03621899,-0.015978966,-0.14115646,0.1353186,9.807904,-0.01407074,-0.001646576,-0.33096176,0.008188062,0.0056802686,-0.19828711,30498595215793,Still
-0.1552272,0.13367203,9.476943,-0.007456851,-0.03621899,-0.015978966,-0.14115646,0.1353186,9.807904,-0.01407074,-0.001646576,-0.33096176,0.008220417,0.007905101,-0.19831426,30498645215793,Still
-0.1552272,0.13367203,9.476943,-0.007456851,-0.03621899,-0.015978966,-0.14115646,0.1353186,9.807904,0.036823425,-0.012124786,-0.34188902,0.008220417,0.007905101,-0.19831426,30498695215793,Still
-0.1552272,0.13367203,9.476943,-0.007456851,-0.03621899,-0.015978966,-0.18411712,0.12723541,9.807305,0.036823425,-0.012124786,-0.34188902,0.008220417,0.007905101,-0.19831426,30498745215793,Still
-0.1552272,0.13367203,9.476943,-0.007456851,-0.037284255,-0.015978966,-0.18411712,0.12723541,9.807305,0.036823425,-0.012124786,-0.34188902,0.008220417,0.007905101,-0.19831426,30498795215793,Still
-0.1472937,0.11511063,9.465417,-0.007456851,-0.037284255,-0.015978966,-0.18411712,0.12723541,9.807305,0.036823425,-0.012124786,-0.34188902,0.008220417,0.007905101,-0.19831426,30498845215793,Still
-0.1472937,0.11511063,9.465417,-0.007456851,-0.037284255,-0.015978966,-0.18411712,0.12723541,9.807305,0.036823425,-0.012124786,-0.34188902,0.00986421,-0.004697893,-0.91875553,30498895215793,Still
-0.1472937,0.11511063,9.465417,-0.007456851,-0.037284255,-0.015978966,-0.18411712,0.12723541,9.807305,0.011825409,-0.029638367,-0.36973113,0.00986421,-0.004697893,-0.91875553,30498945215793,Still
-0.1472937,0.11511063,9.465417,-0.007456851,-0.037284255,-0.015978966,-0.14145584,0.16106506,9.807605,0.011825409,-0.029638367,-0.36973113,0.00986421,-0.004697893,-0.91875553,30498995215793,Still
-0.1472937,0.11511063,9.465417,-0.008522116,-0.035153728,-0.0127831735,-0.14145584,0.16106506,9.807605,0.011825409,-0.029638367,-0.36973113,0.00986421,-0.004697893,-0.91875553,30499045215793,Still
-0.12963043,0.13142669,9.437874,-0.008522116,-0.035153728,-0.0127831735,-0.14145584,0.16106506,9.807605,0.011825409,-0.029638367,-0.36973113,0.00986421,-0.004697893,-0.91875553,30499095215793,Still
-0.12963043,0.13142669,9.437874,-0.008522116,-0.035153728,-0.0127831735,-0.14145584,0.16106506,9.807605,0.011825409,-0.029638367,-0.36973113,0.009413176,-0.0045175357,-0.9187607,30499145215793,Still
-0.12963043,0.13142669,9.437874,-0.008522116,-0.035153728,-0.0127831735,-0.14145584,0.16106506,9.807605,0.0059875487,-0.029788055,-0.34832564,0.009413176,-0.0045175357,-0.9187607,30499195215793,Still
-0.12963043,0.13142669,9.437874,-0.008522116,-0.035153728,-0.0127831735,-0.13471985,0.15417938,9.8077545,0.0059875487,-0.029788055,-0.34832564,0.009413176,-0.0045175357,-0.9187607,30499245215793,Still
-0.12963043,0.13142669,9.437874,-0.0063915867,-0.035153728,-0.013848438,-0.13471985,0.15417938,9.8077545,0.0059875487,-0.029788055,-0.34832564,0.009413176,-0.0045175357,-0.9187607,30499295215793,Still
-0.1287323,0.124391325,9.459429,-0.0063915867,-0.035153728,-0.013848438,-0.13471985,0.15417938,9.8077545,0.0059875487,-0.029788055,-0.34832564,0.009413176,-0.0045175357,-0.9187607,30499345215793,Still
-0.1287323,0.124391325,9.459429,-0.0063915867,-0.035153728,-0.013848438,-0.13471985,0.15417938,9.8077545,0.0059875487,-0.029788055,-0.34832564,0.009123169,-0.0035400437,-0.91476196,30499395215793,Still
-0.1287323,0.124391325,9.459429,-0.0063915867,-0.035153728,-0.013848438,-0.13471985,0.15417938,9.8077545,-0.011825409,-0.025147704,-0.32347733,0.009123169,-0.0035400437,-0.91476196,30499445215793,Still
-0.1287323,0.124391325,9.459429,-0.0063915867,-0.035153728,-0.013848438,-0.13576767,0.13576767,9.808054,-0.011825409,-0.025147704,-0.32347733,0.009123169,-0.0035400437,-0.91476196,30499495215793,Still
-0.1287323,0.124391325,9.459429,-0.008522116,-0.037284255,-0.015978966,-0.13576767,0.13576767,9.808054,-0.011825409,-0.025147704,-0.32347733,0.009123169,-0.0035400437,-0.91476196,30499545215793,Still
-0.14759308,0.11061996,9.484577,-0.008522116,-0.037284255,-0.015978966,-0.13576767,0.13576767,9.808054,-0.011825409,-0.025147704,-0.32347733,0.009123169,-0.0035400437,-0.91476196,30499595215793,Still
-0.14759308,0.11061996,9.484577,-0.008522116,-0.037284255,-0.015978966,-0.13576767,0.13576767,9.808054,-0.011825409,-0.025147704,-0.32347733,0.009856909,-0.0023337482,-0.9147698,30499645215793,Still
-0.14759308,0.11061996,9.484577,-0.008522116,-0.037284255,-0.015978966,-0.13576767,0.13576767,9.808054,-0.004939728,-0.008831634,-0.3571573,0.009856909,-0.0023337482,-0.9147698,30499695215793,Still
-0.14759308,0.11061996,9.484577,-0.008522116,-0.037284255,-0.015978966,-0.15852036,0.119900666,9.807904,-0.004939728,-0.008831634,-0.3571573,0.009856909,-0.0023337482,-0.9147698,30499745215793,Still
-0.14759308,0.11061996,9.484577,-0.008522116,-0.035153728,-0.017044231,-0.15852036,0.119900666,9.807904,-0.004939728,-0.008831634,-0.3571573,0.009856909,-0.0023337482,-0.9147698,30499795215793,Still
