ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,GRAV_X,GRAV_Y,GRAV_Z,LINACC_X,LINACC_Y,LINACC_Z,ROTVEC_X,ROTVEC_Y,ROTVEC_Z,TIME,CLASS
0.095342435,-0.027240695,9.670447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4214617627000,Still
0.095342435,-0.027240695,9.738548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4214667627000,Still
0.05448139,-0.027240695,9.738548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4214717627000,Still
0.06810174,-0.027240695,9.738548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4214767627000,Still
0.10896278,-0.027240695,9.752169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4214817627000,Still
0.08172209,-0.013620348,9.80665,-0.07971791,0.27305678,0.11759156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4214867627000,Still
0.095342435,0.027240695,9.80665,0.0290161,-0.026572637,-0.032070424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4214917627000,Still
0.06810174,-0.027240695,9.697687,0.02687807,-0.022296581,-0.033292156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4214967627000,Still
0.095342435,-0.013620348,9.738548,0.024740042,-0.021685716,-0.032070424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215017627000,Still
0.027240695,-0.013620348,9.79303,0.022296581,-0.01863139,-0.033292156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215067627000,Still
0.10896278,0.013620348,9.79303,0.019547688,-0.020463986,-0.03359759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215117627000,Still
0.095342435,0.027240695,9.80665,0.025045475,-0.019242255,-0.02321288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215167627000,Still
0.08172209,0.027240695,9.724928,0.01985312,-0.016798794,-0.021380283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215217627000,Still
0.14982383,-0.027240695,9.724928,0.02107485,-0.0143553335,-0.025961773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215267627000,Still
0.095342435,-0.06810174,9.643207,0.021380283,-0.0106901415,-0.023823744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215317627000,Still
0.095342435,-0.027240695,9.697687,0.018020526,-0.02107485,-0.032986723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215367627000,Still
0.040861044,-0.05448139,9.711308,0.01863139,-0.017715093,-0.027183503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215417627000,Still
0.05448139,-0.040861044,9.684067,0.01985312,-0.024129177,-0.027183503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215467627000,Still
0.10896278,-0.027240695,9.724928,0.016187929,-0.0106901415,-0.02443461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215517627000,Still
0.06810174,-0.013620348,9.724928,0.015271631,-0.02076942,-0.023823744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215567627000,Still
0.05448139,-0.027240695,9.765789,0.02107485,-0.018325957,-0.025961773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215617627000,Still
0.06810174,-0.013620348,9.79303,0.01740966,-0.014966198,-0.023518313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215667627000,Still
0.08172209,-0.013620348,9.711308,0.01985312,-0.022296581,-0.027488936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215717627000,Still
0.027240695,-0.013620348,9.724928,0.017104227,-0.01863139,-0.03023783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215767627000,Still
0.040861044,-0.027240695,9.80665,0.016798794,-0.011301007,-0.022296581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215817627000,Still
0.095342435,-0.027240695,9.697687,0.016798794,-0.013439035,-0.025350908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215867627000,Still
0.08172209,-0.027240695,9.670447,0.013439035,-0.015882496,-0.022602014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215917627000,Still
0.05448139,-0.040861044,9.738548,0.015882496,-0.01985312,-0.02443461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215967627000,Still
0.05448139,-0.040861044,9.738548,0.016493361,-0.014966198,-0.022602014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4216017627000,Still
0.08172209,-0.040861044,9.80665,0.01985312,-0.01160644,-0.021685716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4216067627000,Still
0.095342435,-0.013620348,9.684067,0.01985312,-0.020463986,-0.02565634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4216117627000,Still
0.06810174,-0.027240695,9.711308,0.015577064,-0.013744468,-0.024740042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4216167627000,Still
0.05448139,-0.013620348,9.724928,0.018325957,-0.0125227375,-0.018936822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4216217627000,Still
0.08172209,-0.013620348,9.752169,0.017104227,-0.014660766,-0.022907447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4216267627000,Still
0.10896278,0.013620348,9.697687,0.015577064,-0.013439035,-0.02321288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4216317627000,Still
0.095342435,0.013620348,9.724928,0.015882496,-0.010995574,-0.017104227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4216367627000,Still
0.05448139,0.013620348,9.738548,0.013133603,-0.010995574,-0.021685716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4216417627000,Still
0.08172209,-0.05448139,9.765789,0.016493361,-0.016493361,-0.02687807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4216467627000,Still
0.14982383,-0.027240695,9.724928,0.01740966,-0.014966198,-0.018325957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4216517627000,Still
0.095342435,-0.027240695,9.820271,0.016187929,-0.025045475,-0.02321288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4216567627000,Still
0.08172209,-0.013620348,9.765789,0.01740966,-0.008552114,-0.024129177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4216617627000,Still
0.08172209,-0.027240695,9.79303,0.013133603,-0.010079277,-0.028099801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4216667627000,Still
0.08172209,-0.013620348,9.779409,0.013133603,-0.017104227,-0.023518313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4216717627000,Still
0.06810174,-0.027240695,9.752169,0.016493361,-0.01038471,-0.021991149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4216767627000,Still
0.095342435,-0.013620348,9.765789,0.0143553335,-0.011301007,-0.021685716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4216817627000,Still
0.06810174,-0.013620348,9.820271,0.017715093,-0.01160644,-0.023518313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4216867627000,Still
0.06810174,-0.013620348,9.738548,0.014049901,-0.015271631,-0.021380283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4216917627000,Still
0.095342435,-0.027240695,9.752169,0.01740966,-0.015271631,-0.020158553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4216967627000,Still
0.10896278,-0.013620348,9.697687,0.016493361,-0.009468411,-0.023823744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4217017627000,Still
0.095342435,-0.013620348,9.80665,0.01740966,-0.015882496,-0.0290161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4217067627000,Still
0.05448139,-0.027240695,9.738548,0.01863139,-0.013439035,-0.024129177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4217117627000,Still
0.05448139,-0.013620348,9.738548,0.016493361,-0.0125227375,-0.02321288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4217167627000,Still
0.05448139,0.013620348,9.765789,0.016798794,-0.014966198,-0.015577064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4217217627000,Still
0.040861044,0.013620348,9.765789,0.016493361,-0.018020526,-0.028710667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4217267627000,Still
0.05448139,-0.05448139,9.752169,0.015882496,-0.01282817,-0.024129177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4217317627000,Still
0.08172209,-0.040861044,9.833891,0.014049901,-0.0143553335,-0.02443461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4217367627000,Still
0.12258313,-0.040861044,9.79303,0.0125227375,-0.017715093,-0.021380283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4217417627000,Still
0.095342435,-0.040861044,9.738548,0.013439035,-0.014966198,-0.019242255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4217467627000,Still
0.05448139,-0.040861044,9.779409,0.016187929,-0.013744468,-0.02443461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4217517627000,Still
0.06810174,-0.027240695,9.697687,0.011911872,-0.008246681,-0.021380283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4217567627000,Still
0.095342435,-0.027240695,9.711308,0.014966198,-0.011301007,-0.019242255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4217617627000,Still
0.095342435,0.027240695,9.738548,0.015271631,-0.011911872,-0.022907447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4217667627000,Still
0.08172209,0.013620348,9.684067,0.016187929,-0.007941248,-0.025045475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4217717627000,Still
0.05448139,0.027240695,9.738548,0.013744468,-0.011301007,-0.023518313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4217767627000,Still
