ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,GRAV_X,GRAV_Y,GRAV_Z,LINACC_X,LINACC_Y,LINACC_Z,ROTVEC_X,ROTVEC_Y,ROTVEC_Z,TIME,CLASS
0.13442047,0.7030879,9.389974,-0.007456851,-0.041545313,-0.015978966,0.12918137,0.71281767,9.783056,0.0052391053,-0.009729767,-0.3930826,0.0362281,-0.007289866,-0.019140605,11460130074475,Still
0.08831634,0.69246,9.448951,-0.004261058,-0.046871636,-0.014913702,0.12499008,0.712668,9.783206,-0.036673736,-0.020207977,-0.33425492,0.03622087,-0.0070767337,-0.019157797,11460180074475,Still
0.14654526,0.69350785,9.407038,-0.0031957934,-0.052197956,-0.017044231,0.121846616,0.7137158,9.783206,0.02469864,-0.020207977,-0.37616774,0.036280237,-0.0069177924,-0.019165233,11460230074475,Still
0.14774276,0.6753955,9.376351,-0.004261058,-0.0479369,-0.015978966,0.1207988,0.71311706,9.783206,0.02694397,-0.03772156,-0.40685394,0.036246337,-0.006858509,-0.019165922,11460280074475,Still
0.13442047,0.6291417,9.394614,-0.007456851,-0.041545313,-0.013848438,0.11915222,0.7120693,9.783356,0.015268249,-0.082927555,-0.3887416,0.03619925,-0.0067733927,-0.019154679,11460330074475,Still
0.14400055,0.6914122,9.428892,-0.0063915867,-0.039414786,-0.014913702,0.11555969,0.710722,9.783505,0.028440857,-0.019309845,-0.3546126,0.036134776,-0.0065925866,-0.019174904,11460380074475,Still
0.14804214,0.6887178,9.425,-0.008522116,-0.041545313,-0.014913702,0.11391312,0.7110214,9.783505,0.034129027,-0.022303618,-0.35850447,0.036151707,-0.006508585,-0.019161632,11460430074475,Still
0.10852432,0.6503975,9.380243,-0.007456851,-0.041545313,-0.015978966,0.11106903,0.7098239,9.783505,-0.0025447083,-0.059426423,-0.40326142,0.036090717,-0.0063641528,-0.019182933,11460480074475,Still
0.1074765,0.68677187,9.405392,-0.008522116,-0.04261058,-0.015978966,0.10912308,0.7087761,9.783655,-0.001646576,-0.022004241,-0.37826338,0.036037974,-0.006262758,-0.019177672,11460530074475,Still
0.14789246,0.683329,9.416469,-0.008522116,-0.040480047,-0.017044231,0.10642868,0.7087761,9.783655,0.041463777,-0.025447082,-0.36718643,0.036039513,-0.0061287275,-0.019184174,11460580074475,Still
0.13831238,0.66970736,9.422007,-0.008522116,-0.040480047,-0.014913702,0.10508148,0.70802766,9.783805,0.033230897,-0.038320314,-0.36179763,0.036006875,-0.0060551334,-0.019186841,11460630074475,Still
0.13636643,0.66821045,9.454041,-0.008522116,-0.041545313,-0.014913702,0.103584595,0.7074289,9.783805,0.03278183,-0.039218444,-0.32976425,0.03597852,-0.0059762374,-0.019196302,11460680074475,Still
0.1074765,0.6683601,9.404493,-0.007456851,-0.04261058,-0.015978966,0.101488955,0.7074289,9.783805,0.0059875487,-0.039068755,-0.3793112,0.03597662,-0.0058714086,-0.019193824,11460730074475,Still
0.124690704,0.6608757,9.419462,-0.007456851,-0.041545313,-0.014913702,0.09969269,0.7072792,9.783955,0.024998017,-0.046403505,-0.36449203,0.03597194,-0.005780084,-0.019191599,11460780074475,Still
